EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
020738504,CENTRAL LOUISIANA FAMILY C A R E MINISTRIES,% ERROL DORSEY,204 RAPIDES STATION RD,BOYCE,LA,71409-9685,0000,03,3,1200,200511,1,15,000000000,1,01,202212,0,0,02,0,12,0,0,0,P20,
020748159,LOUISIANA GARDEN CLUB FEDERATION,% SHERRI LABBE,701 WELLINGTON DR,HOUMA,LA,70360-7124,5355,03,9,1200,195312,1,16,000000000,5,01,202305,0,0,02,0,05,0,0,0,,SOUTHWEST LOUISIANA JUDGES COUNCIL
020751416,CMAP EXPRESS,% THE RAPIDES FOUNDATION,1101 FOURTH STREET 300,ALEXANDRIA,LA,71301-0000,0000,03,3,1000,200810,1,17,000000000,1,01,202212,6,6,01,0,12,3064253,2829837,2829837,E01,
020756429,STONER HILL ACTIONS GROUP INC,% MELAINE SKYES,314 E BOULEVARD ST,SHREVEPORT,LA,71104-2609,0000,03,3,1000,200708,1,15,000000000,1,01,202212,1,1,02,0,12,870,1260,1260,S22,
020762617,LADONALD & MARCIA ENSLEY MINISTRIES,% LADONALD ENSLEY,6304 CYPRESS POINT DR,MONROE,LA,71203-3210,0000,03,3,2100,200609,1,15,000000000,1,01,202212,0,0,02,0,12,0,0,0,X20,
020765228,NATIONAL HOLY TRINITY BAPTIST FELLOWSHIP,% HARRIS HAYES,1700 MCHUGH RD,BAKER,LA,70714-3036,0000,03,3,7120,200610,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
020769081,FRIENDS OF THE WASHINGTON PARISH LIBRARY,% ANNE TATE,825 FREE ST,FRANKLINTON,LA,70438-1445,0000,03,3,1000,200709,1,16,000000000,5,01,202212,0,0,02,0,12,0,0,0,B117,
020773717,NEW SCHOOLS FOR NEW ORLEANS INC,,1555 POYDRAS ST STE 781,NEW ORLEANS,LA,70112-3780,0000,03,3,1200,200606,1,15,000000000,1,01,202209,8,8,01,0,09,13954302,15215212,15215212,B19,
020779907,NEW TESTAMENT BAPTIST CHURCH OF RAPIDES LA INCORPORATED,% GEORGIA ROLAND,2527 HORSESHOE DR,ALEXANDRIA,LA,71301-2615,0000,03,3,7100,200708,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
020785701,IRON WARRIORS MOTORCYCLE CLUB CENTRAL LOUISIANA CHAPTER,% DEAN LAWRENCE,38926 LA HIGHWAY 16,DENHAM SPGS,LA,70706-2201,0000,03,3,1000,201403,1,16,000000000,1,01,202212,0,0,02,0,12,0,0,0,T12,CENTRAL LOUISIANA CHAPTER
020788561,VINTON YOUTH GROUP,% DAVID SMITH,1002 INDUSTRIAL ST,VINTON,LA,70668-3824,0000,03,3,1000,200710,1,15,000000000,1,01,202212,0,0,02,0,12,0,0,0,O20,
020801871,ORDER OF EASTERN PRINCE HALL AFFILIATION OF LOUISIANA,% JOSIE FRANK WM,532 MCNEESE ST,OPELOUSAS,LA,70570-6726,1872,08,9,1000,196705,2,00,036265000,5,01,202212,0,0,02,0,12,0,0,0,,187 VELMA D HENDRIX
020808347,LOCAL 3094 OF UNITED BROTHERHOOD OF CARPENTERS & JOINERS OF AMERICA,% CHARLES T ENTERKIN,PO BOX 262,FLORIEN,LA,71429-0262,0000,05,3,3000,201406,2,00,000000000,5,01,202106,0,0,02,0,06,0,0,0,J40,LOCAL 3094
020811515,NEW ST LUKE BAPTIST CHURCH CORPORATION,% JOSEPH ARMSTRONG,538 SOUTH BLVD,BATON ROUGE,LA,70802-6442,0000,03,3,1270,202204,1,16,000000000,1,01,202212,0,0,02,0,12,0,0,0,P20,
020812563,NEW DIMENSION FELLOWSHIP CENTER,% DOUGLAS WILLIAMS,47513 HIGHWAY 10,FRANKLINTON,LA,70438-5837,0000,03,3,7000,200803,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
030380237,TRI-DISTRICT COMMUNITY DEVELOPMENT CORPORATION INC,% ERVIN TURNER,2920 LOUBERTA ST,MONROE,LA,71201-8127,0000,03,3,1000,201504,1,16,000000000,1,01,202106,0,0,02,0,06,0,0,0,L21,
030388699,CHRIST CHURCH OF HOPE,% L J MAHAFFEY,111 FREESTATE BLVD STE 105,SHREVEPORT,LA,71107-6540,0000,03,3,7000,200210,1,10,000000000,5,01,,0,0,06,0,12,,,,X20,
030389992,MAGNIFICAT-WEST BEND CHAPTER,% TERRY BIERTZER,1629 METAIRIE RD SUITE 3,METAIRIE,LA,70005-3926,0928,03,9,1700,194603,1,10,031150120,5,01,202207,0,0,02,0,07,0,0,0,,
030396441,OLD MANDEVILLE BUSINESS ASSOCIATION,% EDWARD E GREENE,PO BOX 51,MANDEVILLE,LA,70470-0051,0000,06,3,2000,200304,2,00,000000000,1,01,202212,3,4,01,0,12,36788,119420,-648,S41,
030400749,RAIN FOREST ART FOUNDATION,% MARLENE YU,710 TRAVIS ST,SHREVEPORT,LA,71101-0000,0000,03,3,2000,200903,1,16,000000000,1,01,202212,7,3,01,0,12,5906024,62435,62435,A25,
030402746,GLORY OF GOD BAPTIST CHURCH MINISTRIES,,3017 DAWSON ST,KENNER,LA,70065-4328,0000,03,3,7000,200303,1,10,000000000,1,01,,4,3,06,0,12,,,,X21,
030406191,INTERNATIONAL ASSOCIATION OF MACHINISTS & AEROSPACE WORKERS,% TRENA ROBINSON,PO BOX 37,BARKSDALE AFB,LA,71110-0037,0264,05,9,3000,194012,2,00,263269279,5,01,202212,0,0,02,0,12,0,0,0,,1953 FL LOCAL LODGE
030407715,AMERICAN SEWING GUILD INC,% CINDY LANDRY,25740 TAREK LN,PLAQUEMINE,LA,70764-6564,3534,03,9,2000,000000,1,15,281995000,5,01,,0,0,02,0,12,,,,,BATON ROUGE CHAPTER
030411054,KIDS WORLD OF NEW ORLEANS INC,,3901 SAINT CLAUDE AVE,NEW ORLEANS,LA,70117-5453,0000,03,3,1200,200110,1,15,000000000,1,01,202212,4,4,01,0,12,215000,185842,185842,P33,
030413726,GLOBAL TRAINING INTERACTION INC,% POE,9 CASTOR LN,LENA,LA,71447-9730,0000,03,3,2700,200207,1,15,000000000,1,01,202306,0,0,02,0,06,0,0,0,B60,
030416205,FREEMAN MISSIONARY BAPTIST CHURCH INC,,PO BOX 285,ETHEL,LA,70730-0285,0000,03,3,7000,200411,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
030417450,INTERNATIONAL BROTHERHOOD OF BOILMAKERS & IRON BUILDERS BLACKSM,% ANTHONY HOWELL,565 J F SMITH AVE STE B,SLIDELL,LA,70460-0000,1252,05,9,3000,195407,2,00,263264279,5,01,202306,6,6,01,0,06,1662280,2048639,2048639,,5 DISTRICT MISSISSIPPI RIVER
030418202,MACEDONIA MISSIONARY BAPTIST CHURCH,% HENRY WILLIAMS JR,1800 ENGLAND DR,ALEXANDRIA,LA,71303-4114,0000,03,3,7000,200402,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
030418967,THE CATHEDRAL,% WILLIAM HARRISON,410 WINNIPEG AVE,LAFAYETTE,LA,70501-2347,0000,03,3,7000,200209,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
030469605,BATON ROUGE SYMPHONY LEAGUE INC,,233 SAINT FERDINAND ST,BATON ROUGE,LA,70802-5818,0000,03,3,1200,200305,1,16,000000000,1,01,202305,4,4,01,0,05,292215,245014,245014,A11,
030483647,E-PONTE FOUNDATION,% DAVID LOVE ESQ,201 SAINT CHARLES AVE STE 114 # 224,NEW ORLEANS,LA,70170-0114,0000,03,3,1000,200404,1,15,000000000,1,01,202212,0,0,02,0,12,0,0,0,I60,
030498652,NEW ORLEANS BALLET INC,,1213 MARENGO ST,NEW ORLEANS,LA,70115-3810,0000,03,3,2100,200307,1,15,000000000,1,01,202112,6,5,01,0,12,1333668,918258,918258,A63,
030515463,LOUISIANA 4-H FOUNDATION,% ANDRE BROCK,PO BOX 250,EDGARD,LA,70049-0250,5610,03,9,1000,200912,1,15,000000000,1,01,202306,0,0,02,0,06,0,0,0,,ST JOHN 4-H FOUNDATION
030517961,NEW ORLEANS REDEVELOPMENT UNLIMITED INC,% CHARMAINE P DAVIS,1409 ORETHA CASTLE HALEY BLVD,NEW ORLEANS,LA,70113-0000,0000,03,3,1000,200506,1,15,000000000,0,01,202212,7,6,01,0,12,6803233,2084618,2084618,L22,
030538343,COMMUNITY PARTNERS,% SHARON MCCALL,5525 SUPERIOR DRIVE,BATON ROUGE,LA,70816-8052,0000,03,3,1000,200612,1,15,000000000,1,01,202112,0,0,02,0,12,0,0,0,T50,
030541610,OPEN HAND MINISTRIES INC,% ROBERT L WARD,PO BOX 29083,SHREVEPORT,LA,71149-9083,0000,03,3,1000,200408,1,15,000000000,1,01,202212,1,3,02,0,12,1270,34476,34476,X99,
030558438,FRIENDS OF W FELICANA LIBRARY INC,% LARRY MILLER,PO BOX 1962,ST FRANCISVLE,LA,70775-1962,0000,03,3,1000,201207,1,16,000000000,1,01,202212,0,0,02,0,12,0,0,0,B11,
030559288,LOUISIANA HANDS AND VOICES,% KARA MURPHY,5860 CITRUS BOULEVARD,HARAHAN,LA,70123-8520,0000,03,3,1200,201705,1,15,000000000,1,01,202212,0,0,02,0,12,0,0,0,P20,
030560255,GRACE LIFE CHURCH INC,,PO BOX 78107,BATON ROUGE,LA,70837-0000,0000,03,3,7000,200712,1,10,000000000,1,01,,1,4,06,0,12,,,,X20,
030561033,CITY OF CENTRAL CHAMBER OF COMMERCE,,PO BOX 78107,CENTRAL,LA,70837-8107,0000,06,3,3000,200508,2,00,000000000,1,01,202212,4,4,01,0,12,202385,221790,221790,,
030563504,FRIENDS OF THE RED RIVER NATIONAL WILDLIFE REFUGE INC,% DENISE ALTOMARI-BONCK,150 EAGLE BEND PT,BOSSIER CITY,LA,71112-8611,0000,03,3,1200,200509,1,15,000000000,0,01,202309,0,0,02,0,09,0,0,0,C32,
030574616,ONE HOPE MINISTRIES,% HAROLD G HAYNES,26589 PARKWOOD DR,DENHAM SPGS,LA,70726-6538,0000,03,3,7000,200705,1,10,000000000,1,01,,2,3,06,0,12,,,,X21,
030576997,MOUNT MARIAH BAPTIST CHURCH INC OF FRIERSON LA,% BRENDA F FORD,3985 HIGHWAY 5,FRIERSON,LA,71027-2099,0000,03,3,7000,200902,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
030582466,UNITED STATES BOWLING CONGRESS INC,% DELORES DEE VENABLE,PO BOX 62068,LAFAYETTE,LA,70596-2068,4348,03,9,1000,000000,0,16,000000000,1,01,202207,0,0,02,0,07,0,0,0,,86926 GR LAFAYETTE USBC
030591943,INTERNATIONAL CHINESE SOCIETY FOR PHYSICAL ACTIVITIES AND HEALTH,% WENHAO LIU,1333 COATES BLUFF DR APT 324,SHREVEPORT,LA,71104-2819,0000,03,3,1200,200611,1,15,000000000,5,01,202212,0,0,02,0,12,0,0,0,W03,SOUTHERN CONNECTICUT STATE UNIVERSI
030597361,JAG FAMILY RESOURCE CENTER INC,% JAMES ANTHONY GRANT,4820 GREENWOOD RD,SHREVEPORT,LA,71109-5502,0000,03,3,1000,201401,1,15,000000000,1,01,202212,0,0,02,0,12,0,0,0,P20,
030599422,LOWER MISSISSIPPI RIVER PORT WIDE STRAGIC SECURITY COUNCIL,,PO BOX 380,PORT ALLEN,LA,70767-0000,0000,04,3,2000,201211,2,00,000000000,1,01,202306,5,0,02,0,06,907666,0,0,S02,
030600024,CHATEAU ESTATES CIVIC ORGANIZATION,,PO BOX 640633,KENNER,LA,70064-0633,0000,03,3,2000,201906,1,16,000000000,1,01,202212,0,0,02,0,12,0,0,0,S22,
030608761,FAMILIES UNITED FOR CHANGE INC,% DIANN ROGERS,2825 CRESWELL AVE,SHREVEPORT,LA,71104-3105,0000,03,3,1000,200707,1,15,000000000,1,01,202012,0,0,02,0,12,0,0,0,,
030611599,HANDS OF SOLACE DISASTER RELIEF INC,% CAREY BLANCHARD,816 UNIVERSITY PKWY STE A,NATCHITOCHES,LA,71457-3918,0000,03,3,1000,200912,1,15,000000000,1,01,202209,0,0,02,0,09,0,0,0,B99,
030614814,LIGHT TABERNACLE CHURCH,,PO BOX 663,PORT SULPHUR,LA,70083-0663,0000,03,3,7000,201412,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
042315445,SUGAR PROCESSING RESEARCH INC,,1100 ALLEN TOUSSAINT BLVD,NEW ORLEANS,LA,70124-0000,0000,03,3,8000,196504,1,15,161180000,1,01,202306,0,0,02,0,06,0,0,0,,
042476116,KEYES FOUNDATION,,1113 CHARTRES ST,NEW ORLEANS,LA,70116-2504,0000,03,3,1200,197209,1,03,062000000,2,01,201912,5,4,00,1,12,943803,134322,,,
042540161,NATIONAL ASSOCIATION OF LETTER CARRIERS,% E R HALL,113 COTTON ST,WEST MONROE,LA,71291-3111,0685,05,9,3000,194409,2,00,263000000,5,01,202212,4,3,01,0,12,170750,68573,68573,,136 MONROE LOUISIANA
042730684,ASSOCIATION FOR PROFESSIONALS IN INFECTION CTRL & EPIDEMIOLOGY INC,% APIC INC,113 DOUBLOON DR,LAFAYETTE,LA,70508-6526,2628,03,9,1200,197506,1,16,995263059,5,01,202212,0,0,02,0,12,0,0,0,E72C,078 RIVER REGION
043085346,NEW ENGLAND OBSTETRICAL AND GYNECOLOGICAL SOCIETY INC,,500 HILLARY ST,NEW ORLEANS,LA,70118-3834,0000,03,3,2000,199101,1,16,123000000,1,01,202212,3,3,02,0,12,44531,34208,34208,A99Z,
043107983,ATLANTIC BRASS QUINTET INC,% JEFFREY LUKE,14634 STONEBERG AVE,BATON ROUGE,LA,70816-1390,0000,03,3,1200,199410,1,16,090119000,1,01,202012,2,2,02,0,12,17413,14759,14759,,
043588640,CONGREGATION OF ST JOSEPH MINISTRY AGAINST THE DEATH PENALTY,% SISTER HELEN PREJEAN,3009 GRAND RTE ST JOHN 6,NEW ORLEANS,LA,70119-0000,0928,03,9,1700,194603,1,16,031150120,5,01,202306,5,4,01,0,06,756557,309893,309893,P99,
043596988,GLORY LAND LEARNING CENTER INC,% NONE,PO BOX 2579,RESERVE,LA,70084-2579,0000,03,3,1000,200708,1,15,000000000,1,01,202207,0,0,02,0,07,0,0,0,J20,
043601011,FELICIANA FORESTRY ASSOCIATION,% BOBBY BINGHAM,4419 IDLEWILD RD,CLINTON,LA,70722-5033,0000,05,3,2000,200303,2,00,000000000,1,01,202212,0,0,02,0,12,0,0,0,C42,
043604295,LOUISIANA DELTA COMMUNITY COLLEGE FOUNDATION,,7500 MILLHAVEN RD,MONROE,LA,71203-9006,0000,03,3,1000,200309,1,15,000000000,1,01,202212,5,4,01,0,12,901872,481934,334093,T31,
043608655,ST MARY BAPTIST CHURCH INC,% ALFRED WILLIS - DENNIS MONTGOMERY,1460 KENNETH AVE,SHREVEPORT,LA,71103-2346,0000,03,3,7000,200704,1,10,000000000,1,01,,0,0,06,0,11,,,,X21,
043616597,YOUTH RESTORATION INC,% STEVEN R GOULET,1707 ESPLANADE AVE,NEW ORLEANS,LA,70116-1702,0000,03,3,1200,200206,1,15,000000000,1,01,202212,0,0,02,0,12,0,0,0,B90,
043627836,U S S BELLE GROVE LSD 2 ASSOCIATION INCORPORATED,% JOHN J VICE,104 E TAMPICO ST,NEW IBERIA,LA,70563-1334,0000,19,3,1000,201404,1,00,000000000,1,01,202306,0,0,02,0,06,0,0,0,P99,
043628994,SONS OF CONFEDERATE VETERANS INC,% KEVIN ADKINS,135 ADKINS ROAD,FARMERVILLE,LA,71241-0000,5443,03,9,1200,200708,1,15,119995000,1,01,202307,0,0,02,0,07,0,0,0,,LT ELIJAH H WARD CAMP 1971
043633216,WOMEN OF COLOR SOCIAL CLUB,% JACQUELINE BURNEY,11911 LA HWY 89,ERATH,LA,70533-5436,0000,03,3,1000,201109,1,16,000000000,5,01,202212,0,0,02,0,12,0,0,0,P20,
043646171,JESUS CHRISTIAN TABERNACLE,% LUNDY MARK A,10555 LAKE FOREST BLVD STE 9-E,NEW ORLEANS,LA,70127-5234,0000,03,3,7000,200308,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
043658662,THE AFRICAN CHRISTIAN FELLOWSHIP NEW ORLEANS CHAPTER,% JOSEPH AKANJR,7531 CHEF MENTEUR HWY,NEW ORLEANS,LA,70126-5317,0000,03,3,1000,201408,1,15,000000000,1,01,202212,5,3,01,0,12,577293,87636,87636,X20,
043661489,SISTERS OF SOPHISTICATION,,14442 ACACIA ST,BATON ROUGE,LA,70819-3905,0000,03,3,1000,201206,1,15,000000000,1,01,202012,0,0,02,0,12,0,0,0,O50,
043671631,JUST ONE WORD INC,% BONNIE RILEY,1708 THERON DR,BATON ROUGE,LA,70810-1476,0000,03,3,1200,200209,1,15,000000000,1,01,202206,0,5,01,0,06,0,502043,502043,B90,
043672681,CITY OF ANGELS CHRISTIAN ASSOCIATION INC,% LARRY BRADFORD,5436 BROWNFIELDS DR,BATON ROUGE,LA,70811-1001,0000,03,3,7000,200701,1,10,000000000,1,01,202212,0,0,06,0,12,0,0,0,X20,
043673559,TIMOTHY TRUMPET OF TRUTH MINISTRY,,4830 PAULINE DR,NEW ORLEANS,LA,70126-3655,0000,03,3,7000,200212,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
043691784,HIGH WOODS HOMEOWNERS ASSOCIATION,% TERENCE SINKFIELD,14241 COURSEY BLVD A12146,BATON ROUGE,LA,70817-1368,0000,04,3,3000,200310,2,00,000000000,1,01,202306,0,0,02,0,06,0,0,0,L50,
043694910,LOUISIANA BUSINESS LEADERSHIP NETWORK,% LARRY DALE,504 MAYFLOWER DR,METAIRIE,LA,70001-5031,0000,03,3,1000,200210,1,15,000000000,1,01,202112,0,0,02,0,12,0,0,0,J20,
043697847,BATON ROUGE HEAD INJURY ASSOCIATION,% WILLIAM E MOAK,8598 UNITED PLAZA,BATON ROUGE,LA,70809-0000,0000,03,3,1000,201711,1,15,000000000,1,01,202212,0,0,02,0,12,0,0,0,P20,
043699635,POWER AND PRAISE MINISTRIES,% DAVID OKUMGBA,PO BOX 747,KENNER,LA,70063-0747,0000,03,3,7000,200211,1,10,000000000,1,01,,0,0,00,0,12,,,,X21,
043717195,YOUTH OUTREACH SERVICES,% PITTRE WALKER,900 JORDAN ST STE 101,SHREVEPORT,LA,71101-4310,0000,03,3,1000,200506,1,15,000000000,1,01,202112,1,4,01,0,12,1,189920,189920,P20,
043718421,SAGEFIELD HOMEOWNERS ASSOCIATION,% LARRY GALLOWAY,9426 CRANDON DR,BATON ROUGE,LA,70810-8803,0000,04,3,1000,200303,2,00,000000000,1,01,202212,0,0,02,0,12,0,0,0,S22,
043726474,THE DANA AND STEPHEN HANSEL FAMILY FOUNDATION INC,% STEPHEN A HANSEL,278 BELLAIRE DRIVE,NEW ORLEANS,LA,70124-0000,0000,03,3,1000,200301,1,04,000000000,1,01,202212,1,1,00,1,12,12,12,,T22,
043726585,KREWE OF ARTEMIS-SPRINGHILL INC,% BERT HARRIS,PO BOX 1072,SPRINGHILL,LA,71075-1072,0000,03,3,1000,201504,1,15,000000000,1,01,202303,0,0,02,0,03,0,0,0,T50,
043731007,URBAN INDIE FOUNDATION,% KEVIN CURTIS,4075 BENNETT ST,ZACHARY,LA,70791-3744,0000,03,3,1000,201409,1,15,000000000,1,01,202301,0,0,02,0,01,0,0,0,Z99,
043748874,FOUNTAIN OF LIFE KINGDOM CHURCH,% PASTOR CARL FRANKLIN,7340 UNION AVE,SHREVEPORT,LA,71106-3902,8309,03,9,7100,199808,2,10,002000000,1,01,,0,0,06,0,12,,,,Y212,
043756622,SOUTH LOUISIANA COMMUNITY ORCHESTRA,% JIM BARRETT,P0 BOX 3766,HOUMA,LA,70361-0000,0000,03,3,1000,200311,1,15,000000000,1,01,202212,0,0,02,0,12,0,0,0,A69,
043758469,KREWE DU SAUVAGE,% ASHLEE MILAZZO,2003 CHARVAIS DR,LAKE CHARLES,LA,70601-5605,0000,07,3,1000,201506,2,00,000000000,1,01,202212,3,3,01,0,12,57526,88129,88129,N99,
043781203,KNOW YOU BIBLE MINISTRIES,% CHARLES E SIMS,310 E UNION ST,MINDEN,LA,71055-4604,0000,03,3,7000,200501,1,10,000000000,1,01,,3,5,06,0,12,,,,X21,DBA OPERATION TURN AROUND
043789591,BAYOU STATE SQUIRREL DOG ASSOCIATION INC,% TOMMY MELDER,2329 COULEE CROSSING RD,WOODWORTH,LA,71485-9713,0000,07,3,1000,200406,2,00,000000000,1,01,202212,0,0,02,0,12,0,0,0,N50,
043793776,NEWCOMERS CLUB,% DOROTHY P LEDET,114 N VIVIER ST,ST MARTINVLLE,LA,70582-3339,0000,03,3,1000,201509,1,16,000000000,1,01,202212,0,0,02,0,12,0,0,0,N50,
043802129,ROCK-HILL NONDENOMINATIONAL CHURCH,% MARY ANN HUNTSBERRY,193 HIGHWAY 1241,COLFAX,LA,71417-5245,0000,03,3,1270,200604,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
043803032,SHOWERS OF BLESSINGS DELIVERANCE TEMPLE,% LAURA M BELL,507 S CYPRESS ST,HAMMOND,LA,70403-4252,0000,03,3,7000,200106,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,
043808337,KNIGHTS OF COLUMBUS,% RICHARD CONSTANCE,204 RAGAN DR,ALEXANDRIA,LA,71303-2230,0188,08,9,1000,194010,2,00,036029265,5,01,202212,0,0,02,0,12,0,0,0,,13505 ST FRANCIS CABRINI COUNCIL
043808551,NORMAN EDUCATION FUND INC,% JACK NORMAN III,205 PARKWOOD BLVD,WEST MONROE,LA,71292-2463,0000,03,3,1200,202107,1,15,000000000,1,01,,0,0,02,0,12,,,,B28,
043818262,HOPE RESTORED PREGNANCY RESOURCE CENTER,% MARIA BRAUD,PO BOX 936,BOURG,LA,70343-0000,0000,03,3,1200,200602,1,15,000000000,1,01,202212,4,4,01,0,12,227046,207368,206870,P40,
043840827,NEW HOPE CHRISTIAN CENTER,% ADAM J FLETCHER,PO BOX 641,THIBODAUX,LA,70302-0641,0000,03,3,7000,200809,1,10,000000000,1,01,,0,0,06,0,12,,,,X21,ADAM FLETCHER MINISTRIES
043843020,LOUSIANA GARDEN CLUB FEDERATION INC,% CAMILLE STAKES,727 JULIUS ST,LAKE CHARLES,LA,70605-2772,5355,03,9,1200,195312,1,16,000000000,1,01,202305,0,0,02,0,05,0,0,0,C42,LAKE CHARLES GARDEN CLUB
043845752,USS WASHTENAW COUNTY VETERANS ASSOCIATION,% DAVID VICKNAR,42472 EVANGELINE DR,HAMMOND,LA,70403-4296,0000,19,3,1000,201308,1,00,000000000,1,01,202212,0,0,02,0,12,0,0,0,W30,
043851229,KIND KIDS IN NEED OF DREAMS,% BRIEON D MITCHELL,3218 LINE AVE STE 120,SHREVEPORT,LA,71104-4261,0000,03,3,1200,200610,1,16,000000000,1,01,202212,0,0,02,0,12,0,0,0,O30,
050341200,UNITED CHRISTIAN ASHRAMS,,904 DEVILLE LANE,RUSTON,LA,71270-0000,0000,03,1,7000,196201,1,15,298918000,1,01,202212,4,4,13,0,12,418426,468396,170109,X20Z,
050538465,FURY FASTPITCH,% STEVEN PRIVITOR,723 RITTER RD,CALHOUN,LA,71225-4201,0000,03,3,1000,200402,1,16,000000000,1,01,202112,0,0,02,0,12,0,0,0,N63,
050539032,SPIRIT PRAISE HOLINESS OUTREACH MINISTRY,% DWAYNE GUY,2014 EVERGREEN RD,WESTLAKE,LA,70669-7408,0000,03,3,1000,200307,1,10,000000000,5,01,,0,0,06,0,12,,,,X200,
050544475,SIDEARMS MOTORCYCLE CLUB,% VITA R STEVENS,38926 LA HIGHWAY 16,DENHAM SPGS,LA,70706-2201,0000,03,3,1000,201008,1,16,000000000,1,01,202212,0,0,02,0,12,0,0,0,N50,
050551724,SOLACE INC,% MARK C SURPRENANT,701 POYDRAS ST STE 4500,NEW ORLEANS,LA,70139-7755,0000,03,3,1000,200310,1,15,000000000,1,01,202212,0,0,02,0,12,0,0,0,P60,
050563080,PELICAN STATE YOUTH MOVEMENT,% KARL NATT,709 WHITE AVE,BASTROP,LA,71220-6202,0000,03,3,1000,200309,1,15,000000000,1,01,202212,0,0,02,0,12,0,0,0,O20,
050570465,BEACON LIGHT BAPTIST CHURCH OF HOUMA,% TIFFANY GARTH,4325 W PARK AVE,GRAY,LA,70359-3104,0000,03,3,7000,202208,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
050573145,MUSIC MUSEUM OF SOUTHWEST LOUISIANA,% LESLIE BERMAN,117 PITHON ST,LAKE CHARLES,LA,70601-5908,0000,03,3,2000,200309,1,15,000000000,1,01,202306,0,0,02,0,06,0,0,0,A50,
050578919,GREATER ANTIOCH MISSIONARY BAPTIST CHURCH,% WILLIAM P JACKSON SR,3740 DULANEY DR,HARVEY,LA,70058-1927,0000,03,3,7120,201108,1,10,000000000,1,01,,3,4,06,0,12,,,,X21,
050580697,SPRING CREEK MINISTRIES INC,% HERBERT W BARNES,1042 BAYOU BLUE RD,HOUMA,LA,70364-4501,0000,03,3,7120,200312,1,15,000000000,1,01,202212,0,0,02,0,12,0,0,0,X21,
050592740,ALEXANDRIA MUSIC PROJECT,% JAMES GRAVES THEUS JR,1920 MARYE ST,ALEXANDRIA,LA,71301-6451,0000,03,3,2100,200606,1,16,000000000,1,01,202112,0,0,02,0,12,0,0,0,A68,
050601889,RAVENS OUTREACH CENTER INC,% MICHELLE SCOTT CEO,1913 NORTH ST,BATON ROUGE,LA,70802-3777,0000,03,3,1000,200507,1,16,000000000,1,01,202112,5,4,01,0,12,889890,140262,140262,P50,
050602297,JAMESTOWNE SOCIETY,% JULIA FRENCH WOOD,2603 JEFFERSON AVE,NEW ORLEANS,LA,70115-7009,6112,03,9,1000,201412,1,16,000000000,1,01,202212,0,0,02,0,12,0,0,0,A80,FIRST LOUISIANA
050615756,TANGIPAHOA VOLUNTEERS FOR FAMILY AND COMMUNITY,% KATHY MAUTHE,PO BOX 848,AMITE,LA,70422-0848,0000,03,3,2100,200705,1,16,000000000,5,01,202212,0,0,02,0,12,0,0,0,W24,TVFC
050624088,LOUISIANA GARDEN CLUB FEDERATION,% JULIA GILMORE,161 DONNA DR,FARMERVILLE,LA,71241-7245,5355,03,9,1200,195312,0,16,000000000,1,01,202303,0,0,02,0,03,0,0,0,C42,DIST V LOUISIANA GARDEN CLUB FED IN
050624523,GRAMBLING UNIVERSITY FOUNDATION INC,% GRAMBLING STATE UNIVERSITY,PO BOX 587,GRAMBLING,LA,71245-0587,0000,03,3,2000,201311,1,15,000000000,1,01,202106,7,6,01,0,06,8111552,2072551,2072551,B19,
050629625,UNITED STATES BOWLING CONGRESS INC,% ROBERT LAFIETTE,138 OLD DEPOT ROAD,MONROE,LA,71203-0000,4348,03,9,1000,200409,1,16,000000000,1,01,202307,0,0,02,0,07,0,0,0,N70,86618 NORTHEAST LOUISIANA USBC
050632166,VOICES OF MERCY OUTREACH MINISTRIES INC,% GEORGIA ONEAL,PO BOX 856,ZACHARY,LA,70791-0856,0000,03,3,1270,200811,1,15,000000000,1,01,202212,0,4,01,0,12,0,287482,287482,P20,REVELATION HOUSE
050634144,BATON ROUGE ADVOCATES FOR SAFE STREETS,% ROBERT PECK,6045 EVANS ST,BATON ROUGE,LA,70806-4333,0000,03,3,1000,200608,1,15,000000000,1,01,202106,0,0,02,0,06,0,0,0,P20,BRASS
